CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,CUISINE DESCRIPTION,INSPECTION DATE,,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50118549,E&A'S BAKE N BREW,Queens,3030,47TH AVE,11101,Coffee/Tea,3/13/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,Z,3/13/24,3/16/24,Cycle Inspection / Re-inspection,40.74316085,-73.93656804,402,26,19900,4003540,4002820001,QN31
40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,7303,3 AVENUE,11209,Pizza,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,52,,,3/16/24,Cycle Inspection / Initial Inspection,40.63271448,-74.02726606,310,43,6600,3147848,3059180009,BK31
50125167,WENDY'S,Queens,5718,MYRTLE AVE,11385,Hamburgers,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9,A,2/15/24,3/16/24,Cycle Inspection / Initial Inspection,40.70043701,-73.90299641,405,34,55300,4086216,4035720006,QN20
41292678,EL COCO,Manhattan,828,9 AVENUE,10019,Mexican,1/24/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,28,N,,3/16/24,Cycle Inspection / Initial Inspection,40.76621441,-73.98693881,104,3,13900,1025405,1010450003,MN15
50075227,DY KTV CLUB,Queens,2007,127TH ST,11356,Chinese,2/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,52,N,,3/16/24,Cycle Inspection / Initial Inspection,40.7814488,-73.84141335,407,19,91900,4099328,4041720007,QN23
50114438,ZAAB ZAAB,Queens,7604,WOODSIDE AVE,11373,Thai,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37,,,3/16/24,Cycle Inspection / Initial Inspection,40.74341261,-73.88871124,404,25,48300,4037782,4015220002,QN50
50072791,MALA PROJECT,Manhattan,41,WEST   46 STREET,10036,Chinese,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,59,Z,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.7566233,-73.98042548,105,4,9600,1034321,1012620018,MN17
41509250,MASON JAR,Manhattan,45,EAST   30 STREET,10016,American,2/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,Z,2/12/24,3/16/24,Cycle Inspection / Re-inspection,40.74501081,-73.9842363,105,2,7400,1087118,1008607501,MN17
41678430,MMM...THATS A WRAP,Queens,3801,30 AVENUE,11103,American,1/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,15,,,3/16/24,Cycle Inspection / Initial Inspection,40.76421069,-73.91566435,401,22,6502,4010768,4006620041,QN70
50124722,DIMMER & SUMMER,Brooklyn,196,SMITH STREET,11201,Asian/Asian Fusion,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,36,Z,2/15/24,3/16/24,Cycle Inspection / Re-inspection,40.68500546,-73.99163851,306,33,6900,3006325,3003960046,BK38
50083319,SHIMA SUSHI,Manhattan,226,EAST   51 STREET,10022,Asian/Asian Fusion,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,31,,,3/16/24,Cycle Inspection / Initial Inspection,40.75612139,-73.96956462,106,4,9800,1038450,1013240038,MN19
50123302,MANNAN BAKERY,Queens,16715,HILLSIDE AVE,11432,Indian,1/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,N,,3/16/24,Cycle Inspection / Initial Inspection,40.70981713,-73.7954004,408,24,45400,4210473,4098390003,QN35
50125337,CARLITOS 2 PANADERIA,Queens,16905,JAMAICA AVE,11432,Latin American,1/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45,,,3/16/24,Cycle Inspection / Initial Inspection,40.70692373,-73.79061221,412,27,46000,4209706,4098020010,QN61
50005480,HUDSON MALONE,Manhattan,218,EAST   53 STREET,10022,American,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.75742494,-73.96877713,106,4,9800,1038548,1013260140,MN19
50106610,3 BROS 99 CENTS PIZZA,Queens,2503,30TH AVE,11102,Pizza,3/12/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,62,,,3/16/24,Cycle Inspection / Re-inspection,40.76856209,-73.92494783,401,22,7100,4006875,4005740132,QN71
50080767,STARBUCKS COFFEE #49450,Bronx,346,BAYCHESTER AVENUE,10475,Coffee/Tea,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.86783896,-73.83128531,210,12,46201,2128646,2051410032,BX13
41156219,LA GULI PASTRY SHOP,Queens,2915,DITMARS BOULEVARD,11105,Bakery Products/Desserts,2/27/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,33,Z,2/27/24,3/16/24,Cycle Inspection / Re-inspection,40.77672093,-73.91152872,401,22,11300,4017716,4008460073,QN72
41356909,GIUSEPPE PIZZERIA,Staten Island,4300,AMBOY ROAD,10312,Pizza,1/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.5460418,-74.15922399,503,51,15601,5073183,5052300033,SI54
50048671,JACQUES BRASSERIE,Manhattan,204,EAST   85 STREET,10028,French,2/7/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,13,A,2/7/24,3/16/24,Cycle Inspection / Re-inspection,40.77795627,-73.95408998,108,5,14601,1048756,1015300045,MN32
41615635,PERISTA RESTAURANT,Bronx,101,WEST KINGSBRIDGE ROAD,10468,American,1/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/5/24,3/16/24,Cycle Inspection / Initial Inspection,40.86837614,-73.90143079,208,14,26701,2015260,2032480049,BX28
41367337,SUBWAY,Bronx,1646,BRUCKNER BOULEVARD,10473,Sandwiches,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.82402693,-73.87363527,209,18,2800,2094827,2036530050,BX09
50019227,THAI HOLIC,Brooklyn,372,MYRTLE AVENUE,11205,Thai,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,53,Z,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.69317337,-73.97132799,302,35,18300,3058368,3020740026,BK68
50040509,AUNTIE ANNE'S PRETZELS,Staten Island,2655,RICHMOND AVENUE,10314,Bagels/Pretzels,1/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.58229742,-74.16905259,502,51,27702,5039658,5024000180,SI24
41236257,DUNKIN,Brooklyn,906,CONEY ISLAND AVENUE,11218,Donuts,1/24/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/24/24,3/16/24,Cycle Inspection / Initial Inspection,40.63554305,-73.96772827,312,40,48200,3127353,3054030032,BK42
50104890,BEL-FRIES,Manhattan,132,LUDLOW STREET,10002,Chicken,2/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,2/29/24,3/16/24,Cycle Inspection / Re-inspection,40.72023979,-73.9882574,103,1,3001,1005385,1004110075,MN27
40582335,WAYS AND MEANS,Manhattan,167,BLEECKER STREET,10012,American,3/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/6/24,3/16/24,Cycle Inspection / Re-inspection,40.7287025,-74.00024174,102,1,6500,1008686,1005390041,MN23
50141618,DIM SUM KING & BAKERY,Brooklyn,2480,86 STREET,11214,Chinese,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,,,3/16/24,Cycle Inspection / Initial Inspection,40.59816845,-73.98762358,311,43,30000,3185638,3068660045,BK29
41148810,TROPICAL SPANISH RESTAURANT,Manhattan,3771,BROADWAY,10032,Spanish,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.83396997,-73.94532398,112,7,24100,1063255,1021340090,MN36
50129570,AFSONA,Brooklyn,416,DITMAS AVENUE,11218,Eastern European,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.63589067,-73.97478994,312,40,48400,3127140,3053980006,BK41
50106885,POLLO D. MARIA,Queens,10626,CORONA AVE,11368,Peruvian,2/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,50,,,3/16/24,Cycle Inspection / Initial Inspection,40.74371967,-73.85627809,404,21,43900,4447721,4019350029,QN25
41327349,VEGETARIAN DIM SUM HOUSE,Manhattan,24,PELL STREET,10013,Vegetarian,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11,A,2/6/24,3/16/24,Cycle Inspection / Initial Inspection,40.71485514,-73.99818555,103,1,2900,1001781,1001630008,MN27
50143154,CRUMBL,Manhattan,195,BLEECKER STREET,10012,Bakery Products/Desserts,3/13/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,39,N,,3/16/24,Pre-permit (Operational) / Reopening Inspection,40.72928987,-74.00143961,102,2,6500,1084931,1005427502,MN23
50107901,POPEYES LOUISIANA KITCHEN,Brooklyn,1101,RUTLAND ROAD,11212,Chicken,2/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,18,,,3/16/24,Cycle Inspection / Initial Inspection,40.66463037,-73.92337109,317,41,89200,3323078,3046000143,BK81
50060255,NANCY RESTAURANT,Brooklyn,2961,FULTON STREET,11208,Spanish,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,,,3/16/24,Cycle Inspection / Initial Inspection,40.6797169,-73.88537122,305,37,117201,3087683,3039400025,BK83
41343142,V.I. PIZZA,Queens,4302,BELL BOULEVARD,11361,Pizza,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,22,,,3/16/24,Cycle Inspection / Initial Inspection,40.76125244,-73.76986129,411,19,146700,4138262,4062870015,QN46
41491686,JOSE SEAFOOD,Queens,8104,ROOSEVELT AVENUE,11372,Seafood,1/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,14,,,3/16/24,Cycle Inspection / Initial Inspection,40.74753677,-73.88468746,404,25,26901,4036861,4014920002,QN29
41382830,THE PERFECT PINT,Manhattan,203,EAST   45 STREET,10017,Irish,3/5/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,3/5/24,3/16/24,Cycle Inspection / Re-inspection,40.75253752,-73.97267388,106,4,9000,1037598,1013190104,MN19
40980389,THE GRAFTON PUBLIC HOUSE,Manhattan,126,1 AVENUE,10009,American,1/22/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/22/24,3/16/24,Cycle Inspection / Re-inspection,40.7273045,-73.98548525,103,2,3200,1005817,1004350006,MN22
50045054,CHINA NEW STAR RESTAURANT,Staten Island,1640,FOREST AVENUE,10302,Chinese,3/14/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,,,3/16/24,Cycle Inspection / Initial Inspection,40.62486853,-74.1433317,501,50,25100,5028778,5014380006,SI28
50093499,DOMINO'S,Queens,12521,ROCKAWAY BLVD,11420,Pizza,1/31/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/31/24,3/16/24,Cycle Inspection / Initial Inspection,40.67534429,-73.81237857,410,28,17800,4252621,4116820030,QN55
50005642,BAGELS AND MORE,Manhattan,1585,3 AVENUE,10128,Bagels/Pretzels,2/23/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,B,2/23/24,3/16/24,Cycle Inspection / Re-inspection,40.78083762,-73.95249921,108,5,15400,1048874,1015350001,MN32
50099840,BAGEL & SCHMEAR,Manhattan,114,EAST   28 STREET,10016,American,2/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20,B,2/16/24,3/16/24,Cycle Inspection / Re-inspection,40.74297406,-73.98327324,105,2,6800,1018202,1008830083,MN21
50143248,REYES DELI MEXICANA,Staten Island,196,PORT RICHMOND AVENUE,10302,Other,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,78,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.63644854,-74.13448605,501,49,20700,5025457,5010800029,SI28
50095030,MARRAKECH,Brooklyn,1915,CONEY ISLAND AVENUE,11230,Middle Eastern,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,,,3/16/24,Cycle Inspection / Initial Inspection,40.61079724,-73.96252153,314,48,54200,3181684,3067580063,BK43
50139674,S & M PIZZA,Brooklyn,2726,MERMAID AVENUE,11224,Pizza,2/20/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,57,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.57563972,-73.9936141,313,47,34200,3329338,3070530001,BK21
50143994,TAQUERIA SANTA FE,Brooklyn,214,STANHOPE STREET,11237,Mexican,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.70054111,-73.92057069,304,37,43100,3074476,3032690010,BK77
41267759,IHOP,Bronx,817,ALLERTON AVENUE,10467,Pancakes/Waffles,1/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,1/3/24,3/16/24,Cycle Inspection / Re-inspection,40.86552059,-73.86293747,211,13,34000,2100099,2045130059,BX07
50039399,SUBWAY,Brooklyn,5719,FLATLANDS AVENUE,11234,Sandwiches,2/15/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,,,3/16/24,Cycle Inspection / Initial Inspection,40.63048372,-73.9210615,318,46,72800,3215812,3077830039,BK58
50145364,98K,Brooklyn,12,BAY   25 STREET,11214,Other,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,19,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.60376023,-73.99793649,311,43,28800,3166902,3063750038,BK28
50008960,KAILASH PARBAT,Manhattan,99,LEXINGTON AVENUE,10016,Jewish/Kosher,2/6/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.74210665,-73.98283319,106,2,6800,1018174,1008830028,MN21
50144504,SABROSURA LATINA,Queens,9508,35TH AVE,11372,Latin American,3/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.75316429,-73.87244197,403,21,27300,4463508,4014690005,QN28
50032642,DELICACY,Manhattan,12,EAST   44 STREET,10017,Sandwiches,1/30/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,27,,,3/16/24,Cycle Inspection / Initial Inspection,40.75449592,-73.97929997,105,4,9400,1035362,1012780063,MN17
41703394,PIONEERS BAR & LOUNGE,Manhattan,134,WEST   29 STREET,10001,American,1/9/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,,,3/16/24,Cycle Inspection / Initial Inspection,40.74711404,-73.99119038,105,3,9500,1015129,1008040059,MN17
50011515,SZE'S GARDEN,Queens,201,CYPRESS AVENUE,11385,Chinese,3/11/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,32,Z,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.70822326,-73.91989422,405,34,53900,4081572,4034170081,QN20
41645235,LUKE KELLYS,Queens,4904,69 STREET,11377,Irish,2/7/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,32,,,3/16/24,Cycle Inspection / Initial Inspection,40.73750718,-73.89594536,402,30,24300,4056221,4024280046,QN50
50119840,NEW ONE LUCKY CHINESE RESTAURANT,Brooklyn,6320,11 AVENUE,11219,Chinese,3/8/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,3/8/24,3/16/24,Cycle Inspection / Re-inspection,40.62963798,-74.00489959,310,43,21200,3141748,3057370045,BK30
41656603,FAIRYTALES LOUNGE,Manhattan,500,WEST   48 STREET,10036,American,2/6/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/6/24,3/16/24,Cycle Inspection / Re-inspection,40.76344821,-73.99278018,104,3,12900,1026998,1010760036,MN15
50094770,POPEYES,Bronx,3555,WHITE PLAINS ROAD,10467,Chicken,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,32,,,3/16/24,Cycle Inspection / Initial Inspection,40.87874791,-73.86565841,212,12,37800,2127977,2046430043,BX44
50121729,CORK & SLICE,Brooklyn,509,AVENUE P,11223,Jewish/Kosher,1/16/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.60928126,-73.96881067,312,44,43800,3174961,3066120057,BK46
50098583,RUAN NEW STAR,Brooklyn,2212,FLATBUSH AVENUE,11234,Chinese,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.61599956,-73.92959719,318,46,65200,3239475,3084860043,BK45
50142310,SHAHI DHABA,Queens,23603,BRADDOCK AVE,11426,Indian,1/31/24,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,73,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.72737788,-73.73137354,413,23,162100,4167434,4079840045,QN43
40904467,BENSION KOHEN,Brooklyn,564,EAST NEW YORK AVENUE,11225,Jewish/Kosher,1/29/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,25,,,3/16/24,Cycle Inspection / Initial Inspection,40.66195798,-73.9441427,309,40,80600,3381387,3047930022,BK60
40798504,AFRICANA RESTAURANT,Queens,14612,LIBERTY AVENUE,11435,African,3/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/4/24,3/16/24,Cycle Inspection / Re-inspection,40.6950026,-73.80589679,412,28,20400,4214933,4100520004,QN61
50002693,B&W DELI GROCERY,Manhattan,373,west 34th st,10001,American,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Cycle Inspection / Initial Inspection,40.75298533,-73.99534756,104,3,11100,,1,MN13
50144998,LAGO KACHE,Brooklyn,2192,FLATBUSH AVENUE,11234,Creole,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,71,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.6165434,-73.93020174,318,46,65200,3220776,3078890074,BK45
50016354,THE EMPANADA SPOT,Queens,8417,NORTHERN BLVD,11372,Latin American,1/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,1/12/24,3/16/24,Cycle Inspection / Initial Inspection,40.75578334,-73.88326181,403,25,33700,4034621,4014140039,QN28
50099096,FOO AN CHINESE FOOD,Queens,22318,S CONDUIT AVE,11413,Chinese,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21,B,2/28/24,3/16/24,Cycle Inspection / Re-inspection,40.66546339,-73.75445538,413,31,68000,4287377,4135030001,QN03
50038882,MIKES DELI,Brooklyn,9510,4 AVENUE,11209,American,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12,A,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.61564365,-74.03124274,310,47,5400,3155635,3061170134,BK31
40544576,YONAH SHIMMELS KNISHES,Manhattan,137,EAST HOUSTON STREET,10002,Eastern European,1/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,1/3/24,3/16/24,Cycle Inspection / Initial Inspection,40.72334703,-73.9900571,103,1,3601,1005617,1004220048,MN27
41427508,KING OF TANDOOR,Brooklyn,600,FLATBUSH AVENUE,11225,Indian,1/4/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,,,3/16/24,Cycle Inspection / Initial Inspection,40.65895104,-73.96054088,309,40,79802,3114605,3050260150,BK60
50137049,PLAYGROUND,Queens,7130,ROOSEVELT AVE,11372,Thai,1/26/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,30,,,3/16/24,Cycle Inspection / Initial Inspection,40.74654954,-73.89415916,404,25,26500,4311572,4013030012,QN50
41382811,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Bronx,1381,EAST GUNHILL ROAD,10469,Caribbean,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,Z,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.87007115,-73.84546411,212,12,35800,2061768,2047620024,BX03
50146620,STAND UP TEA,Brooklyn,7215,18 AVENUE,11204,Chinese,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,34,,,3/16/24,Pre-permit (Non-operational) / Re-inspection,40.61497805,-73.99435951,311,43,26600,3158517,3061940003,BK28
50142422,HUANG HE LOU 888,Brooklyn,4805,8 AVENUE,11220,Chinese,1/29/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,53,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.64212406,-74.00263763,312,43,10800,3012812,3007780008,BK34
50057386,CHOW HOUSE,Manhattan,181,BLEECKER STREET,10012,Chinese,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,35,Z,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.7290154,-74.00087314,102,1,6500,1008713,1005400040,MN23
50061229,BEBE FRITAY,Brooklyn,1464,ROCKAWAY PARKWAY,11236,Caribbean,1/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28,,,3/16/24,Cycle Inspection / Initial Inspection,40.64458793,-73.90172663,318,46,96800,3229685,3081840052,BK50
50143599,EL MESON II RESTAURANT,Manhattan,3517,BROADWAY,10031,Latin American,2/29/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,33,N,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.82585628,-73.95087348,109,7,22900,1062369,1020910032,MN04
50058017,YONG KANG STREET,Brooklyn,5100,KINGS PLZ,11234,Chinese,1/3/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,24,,,3/16/24,Cycle Inspection / Initial Inspection,40.60992885,-73.92228162,318,46,69800,3326830,3084700055,BK45
40368271,CHERRY TAVERN,Manhattan,441,EAST    6 STREET,10009,Bottled Beverages,3/12/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10,A,3/12/24,3/16/24,Cycle Inspection / Re-inspection,40.72599521,-73.9851969,103,2,3200,1005797,1004340037,MN22
50118938,FRANKS PIZZA RESTAURANT,Brooklyn,2134,FLATBUSH AVENUE,11234,Pizza,3/11/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,3/11/24,3/16/24,Cycle Inspection / Re-inspection,40.61776291,-73.93156922,318,46,65200,3220764,3078890042,BK45
50130416,EMMY SQUARED PIZZA,Brooklyn,315,5 AVENUE,11215,Pizza,2/28/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,53,Z,2/28/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.67292202,-73.9831611,306,39,13500,3020923,3009750001,BK37
50129374,ROYAL QUEEN,Queens,13620,ROOSEVELT AVE,11354,Chinese,1/25/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,50,,,3/16/24,Cycle Inspection / Initial Inspection,40.75977791,-73.82923543,407,20,85300,4113546,4050190005,QN22
50143451,JOY KITCHEN,Brooklyn,497,7 AVENUE,11215,Chinese,1/19/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,48,,,3/16/24,Pre-permit (Operational) / Initial Inspection,40.66154805,-73.98603666,307,39,14900,3325217,3011120001,BK37
50054979,EXQUISITO DOMINICAN RESTAURANT,Brooklyn,1542,GATES AVENUE,11237,Spanish,3/7/24,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,54,Z,3/7/24,3/16/24,Cycle Inspection / Re-inspection,40.69915191,-73.91255168,304,37,43900,3076494,3033450021,BK77
50002362,DYCKMAN BAKERY,Manhattan,176,DYCKMAN STREET,10040,Bakery Products/Desserts,2/20/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,2/20/24,3/16/24,Cycle Inspection / Re-inspection,40.86411579,-73.92637251,112,10,28700,1064232,1021750066,MN35
50122300,JACK DIAMOND'S,Manhattan,140,EAST   27 STREET,10016,American,1/30/24,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,26,B,1/30/24,3/16/24,Pre-permit (Operational) / Re-inspection,40.74184859,-73.98253373,106,2,6800,1018150,1008820059,MN21
